Values,Best Case,Worst Case,Average Case
1000,0.001886000000013155,0.09849000000031083,0.28120899999976245
10000,0.001002999999855092,10.302183000000241,28.270974000000024
20000,0.0018440000003465684,40.34643500000038,112.99490100000003
50000,0.004473999999845546,362.7207840000001,757.9978859999997
75000,0.007310999999390333,607.6220790000007,1712.5917440000003
100000,0.009217999999236781,1022.8028169999998,3056.9273550000016
