Values,Best Case,Worst Case,Average Case
1000,0.030543000000307075,0.03229899999996633,0.12186199999996461
10000,2.8767790000001696,2.9835739999998623,11.37665300000026
20000,11.25765199999978,11.761950999999954,45.108198999999786
50000,70.18313199999966,235.85294000000022,300.680801
75000,168.6912140000004,175.39403800000036,677.8574699999999
100000,281.6765059999998,309.7968700000001,1195.8854709999996
